"PolicyID","Exposure","CarAge","Density","ClaimAmount"
"119807",1,0,57,1905
"119811",1,1,97,1168
"119824",1,0,796,85
"11984",0.06,0,55,4201
"119841",1,1,91,548
"119898",0.43,0,405,1158
"119911",1,1,72,1104
"119919",1,1,19,1079
"119968",0.86,1,3021,1105
"119976",1,1,64,1143
"120000",1,1,48,1333
"120004",0.51,1,287,485
"120005",0.33,0,287,4895
"120061",1,0,405,1146
"120110",0.39,1,229,1414
"120140",1,1,347,1096
"120144",0.62,0,1165,1460
"120154",1,0,27000,1072
"120178",1,0,82,1293
"120181",1,0,270,488
"120202",0.91,1,20,1141
"120215",1,0,1313,1153
"120226",1,0,3386,427
"120233",1,0,128,2101
"12026",0.31,0,1152,2113
"120263",0.5,0,634,1113
"120286",0.76,0,1054,481
"120313",1,0,42,2099
"120347",0.66,0,741,92
"120355",1,0,23,1127
"120368",0.55,0,60,1526
"12037",0.53,0,64,434
"120386",1,1,632,624
"120399",1,0,70,1152
"120403",0.27,0,461,1696
"120427",0.23,1,983,1135
"120441",1,0,14,1855
"120547",1,0,405,1162
"120549",1,0,983,1159
"120551",1,0,28,718
"120635",1,0,3021,1131
"120660",0.36,0,9,1224
"120662",1,1,51,1120
"120679",0.49,0,13719,2731
"120712",0.81,0,109,1118
"120753",1,0,122,1120
"120767",0.64,1,4116,1140
"120771",1,1,4128,112
"120783",1,0,112,69
"120786",1,1,120,999
"120802",0.72,1,44,93
"120813",1,0,182,1809
"120844",1,0,1219,1119
"120862",1,0,227,601
"120873",0.28,1,820,97
"120877",1,1,3564,2523
"120913",0.59,1,563,1084
"12092",0.41,1,163,93
"120950",1,1,4116,60
"120950",1,1,4116,241
"12097",0.58,1,282,2283
"120973",1,0,53,91
"121004",1,1,67,42
"121007",0.95,0,6736,1134
"121014",1,0,37,1100
"121024",0.26,0,298,1146
"121038",1,0,635,379
"121047",1,0,86,1119
"121091",1,1,74,1085
"121110",1,1,4128,73
"121130",1,1,983,651
"121132",1,0,713,1200
"121142",1,0,43,474
"121145",1,0,405,890
"121216",1,1,186,1139
"121256",1,0,68,755
"12126",1,1,73,170
"12129",0.78,1,3866,252
"121331",1,0,204,567
"121382",0.5,1,713,530
"121385",0.71,0,31,1100
"121396",0.74,1,98,1132
"121405",0.43,0,26,1103
"121422",0.01,1,126,2945
"121445",1,0,2103,4129
"121449",1,0,204,1094
"121450",0.75,0,159,1150
"121455",0.53,0,451,610
"121478",1,0,106,4457
"121510",1,0,4116,1144
"121545",1,0,6689,1094
"121575",1,0,186,1094
"121587",0.71,1,3866,688
"121589",1,1,4116,1088
"121590",1,0,50,1149
"12160",0.9,1,3866,1077
"121628",0.49,1,405,5743
"121636",1,0,763,1104
"121684",1,0,1193,1322
"121695",1,0,283,722
"121743",0.03,0,67,2750
"121755",1,0,27,99
"121757",0.89,1,4116,1186
"121758",0.1,1,4116,1125
"121761",0.75,0,960,1127
"121762",1,0,15,67
"121765",0.8,1,43,3806
"121807",0.83,1,405,1169
"12182",0.36,0,27000,2580
"121820",1,1,405,1136
"121826",0.74,0,473,1192
"121837",1,0,2715,315
"121850",1,0,851,63
"12196",0.46,0,1127,85
"121960",0.89,1,78,1120
"122002",0.94,1,137,1903
"122041",1,0,167,19869
"122045",1,0,1313,165
"122048",1,0,105,253
"122050",0.7,1,27000,1153
"122061",0.78,1,3021,1309
"122066",1,0,182,1147
"122100",0.74,0,2767,60
"122109",0.89,1,4128,3770
"122117",0.55,1,27,1071
"122130",0.87,1,983,61
"122142",0.78,0,399,1150
"122172",0.24,0,1385,1123
"122179",1,0,300,1865
"122181",0.16,1,271,329
"122196",0.64,0,6736,166
"122260",0.74,0,37,1084
"122275",0.77,0,461,1106
"122291",1,1,473,1118
"122308",1,0,101,1321
"122321",1,0,4128,1556
"122347",0.51,0,1296,1688
"122358",1,0,1296,1364
"122383",0.19,0,972,5848
"122395",1,1,42,1085
"122426",1,0,16533,1150
"122439",1,0,399,1093
"122479",0.68,0,473,76
"122516",1,0,158,64
"12252",1,1,48,1137
"122546",0.21,1,47,73
"122561",0.14,1,22,185
"122589",1,0,2620,1982
"122590",1,0,1313,1461
"122605",0.12,0,14,207
"122644",0.66,0,412,1138
"122647",0.24,0,412,200
"122650",1,1,405,1144
"122681",0.48,1,42,1176
"122692",0.35,1,126,463
"122703",1,1,1385,1115
"122707",1,0,817,1390
"122713",1,0,405,1167
"122724",0.49,0,15,1075
"122732",1,0,399,1189
"122787",0.5,0,197,9292
"122801",1,0,13,1261
"122804",1,0,473,425
"122822",0.87,0,4116,1137
"122832",0.56,0,27000,278
"122900",1,1,48,1147
"122902",1,0,220,1104
"122906",1,0,4348,97
"122912",1,1,217,1087
"122917",0.73,1,142,579
"122974",1,0,405,78
"122974",1,0,405,71
"122975",0.3,1,56,1121
"122987",1,0,1313,265
"123018",0.75,0,4128,1136
"12302",1,0,511,447
"123039",1,1,56,1199
"123040",1,0,405,75
"123116",1,1,23,1129
"123122",1,0,881,1095
"123128",1,0,142,2740
"123134",1,1,1398,1141
"123142",0.22,0,4427,6222
"123150",1,1,434,38
"123156",0.37,1,50,197
"123160",1,1,2694,1124
"123164",0.91,0,122,1165
"123177",0.89,0,1313,364
"123208",1,1,754,272
"123211",1,0,747,1182
"123254",1,0,27,1226
"123256",0.86,0,213,1219
"123266",1,0,37,1084
"123277",0.36,0,73,1749
"123289",1,0,3075,1130
"123301",0.66,0,91,1099
"123307",0.66,0,22,1137
"123314",0.73,1,109,1140
"123319",0.9,1,24,2881
"123331",0.65,1,222,103
"123338",0.72,0,388,1506
"123353",1,0,39,1142
"123361",0.08,0,522,2376
"123366",0.81,0,347,1129
"123366",0.81,0,347,886
"123376",1,0,485,1086
"123389",0.76,1,309,1100
"123389",0.76,1,309,784
"123391",0.74,0,3386,1188
"123396",1,0,473,1486
"123413",1,1,473,82
"12344",0.35,1,149,408
"123442",1,0,23,1157
"123467",0.87,0,67,87
"123473",0.93,1,432,601
"123504",0.49,0,43,472
"123512",0.67,0,165,1149
"123531",1,0,50,1999
"123558",1,0,282,1132
"123562",0.6,0,405,105
"123566",1,1,568,1139
"123610",1,1,3366,1137
"123622",1,0,72,754
"123627",1,0,1054,1134
"12363",0.09,0,16,1482
"12365",0.35,0,16,418
"123695",0.07,0,283,1154
"123701",0.61,1,741,1083
"123714",1,0,49,1116
"123771",1,0,23,1127
"123804",0.8,1,49,1939
"123833",1,1,1313,1069
"123858",0.83,1,6,1122
"123869",1,1,78,1115
"12389",1,0,3866,1065
"123895",0.58,0,1165,1719
"123910",1,0,9422,1180
"123910",1,0,9422,1212
"123917",1,0,741,656
"123918",0.41,1,64,3364
"12392",1,0,163,1130
"123924",0.5,1,4116,1139
"123941",0.61,0,405,747
"123961",1,0,2163,58
"124004",1,1,62,1139
"124004",1,1,62,648
"124012",1,1,2103,89
"124018",0.32,1,41,1172
"124031",0.8,1,473,762
"124043",1,1,204,1104
"124068",0.27,0,45,2973
"124068",0.27,0,45,1130
"124073",0.73,0,91,458
"124075",0.36,0,32,3066
"124095",1,1,405,498
"124122",1,0,983,1100
"124122",1,0,983,1161
"124134",0.97,1,1313,1158
"124143",0.97,0,522,1508
"124150",0.49,0,405,1159
"124154",1,0,50,3224
"124157",0.61,1,1054,452
"124181",0.96,0,1054,1398
"124206",0.98,0,3386,1166
"124236",0.89,0,473,1097
"124240",0.31,1,179,1186
"124253",0.36,1,62,268
"12428",1,1,196,525
"124286",0.96,0,146,1089
"124299",0.86,0,139,1537
"124305",0.9,0,243,1123
"124354",0.03,1,903,1356
"124356",0.78,1,23,213
"124357",0.51,1,44,104
"12436",0.89,1,23,2469
"124373",0.17,0,44,2917
"124383",0.85,1,193,1853
"124389",0.6,1,405,257
"124389",0.6,1,405,1641
"124402",0.72,1,11,1100
"124432",0.93,1,105,1155
"124449",1,0,30,1138
"124468",0.57,1,155,1960
"124470",0.21,1,11,1567
"124476",0.13,1,9,1059
"124508",0.38,0,4128,1124
"124531",0.27,0,362,10498
"124552",0.49,0,413,747
"124556",0.55,0,58,583
"124571",0.35,0,17,1112
"124579",0.37,0,20,1185
"124594",0.45,0,634,1123
"124615",0.23,1,1313,1859
"12462",1,1,48,1169
"124663",0.43,0,817,63
"124694",0.18,1,46,280
"124706",0.12,0,12,1271
"124715",0.71,0,171,1122
"124723",0.08,0,1165,644
"124737",0.72,1,405,1126
"124765",1.5,1,372,542
"124782",0.47,1,399,5002
"124818",0.93,1,2906,2377
"124852",1,0,126,310
"124859",0.49,0,2163,1461
"124936",1,0,3866,746
"124942",1,0,4116,111
"124943",1,1,4116,3026
"124969",0.69,0,4253,1490
"125007",0.48,0,6736,1892
"125029",1,0,1227,168
"125081",0.48,1,679,6934
"125086",0.96,1,7571,678
"125086",0.96,1,7571,1672
"12509",0.74,1,74,1149
"125114",0.66,1,61,391
"125168",0.96,0,10068,3122
"125200",0.49,0,173,1630
"125262",0.95,0,4348,3821
"125273",0.98,0,126,661
"125273",0.98,0,126,1151
"125289",0.68,1,4059,2764
"125325",0.62,0,2426,2418
"125326",1.15,1,3866,72
"125337",0.49,0,2769,341
"125351",0.43,0,4348,1089
"125360",0.98,0,111,530
"125386",0.24,0,1309,803
"125432",0.5,0,2715,69
"125434",0.5,0,6736,3774
"125458",1,0,1028,2983
"125486",0.44,0,200,1995
"125486",0.44,0,200,1601
"125515",0.64,0,4128,1727
"125574",0.5,0,4128,900
"125577",0.93,1,6944,1502
"125591",0.95,0,1127,1424
"125625",0.5,1,679,67
"12565",1,0,135,8250
"12566",0.87,1,59,1099
"125707",0.25,0,936,243
"125713",0.92,1,2426,1564
"125722",0.93,0,1296,494
"125723",0.43,1,4116,905
"125724",0.49,1,3862,64
"125775",1,1,8023,1270
"125775",1,1,8023,650
"125799",0.5,0,4348,1601
"12581",0.24,1,1052,2058
"125812",0.5,1,2152,1001
"125823",0.5,0,27000,1297
"125861",0.5,0,261,357
"125903",1.03,0,5460,1587
"125908",1,0,4348,1017
"12595",0.44,1,60,489
"125952",0.72,0,4116,812
"125973",1,1,1287,2339
"125979",0.59,0,3661,2062
"125986",0.88,0,2163,4031
"126007",0.89,1,5831,1559
"126055",0.47,1,270,355
"126097",1,0,12374,3808
"12610",1,1,286,1153
"126169",0.46,0,2703,2457
"12619",1,0,493,1104
"12625",0.05,1,1064,80
"126287",0.5,1,4479,2098
"126312",1,0,1193,1836
"126321",0.5,0,10156,803
"126322",1,1,27000,2016
"126341",0.5,1,6736,2385
"126439",0.5,0,7187,85
"126460",0.31,1,280,1527
"126495",1,0,22669,4320
"126553",0.96,1,8023,2113
"126560",1.23,1,8880,619
"126565",0.52,0,4348,1879
"126570",0.48,0,902,2502
"126587",0.98,0,662,1291
"126590",0.5,1,1027,802
"126634",0.46,0,9096,5661
"126653",1.11,0,2020,7126
"126656",1.23,0,928,1515
"126679",0.19,0,520,642
"126688",0.5,0,1350,1876
"126704",0.93,0,1287,2081
"126733",0.17,1,6157,554
"126753",0.55,1,27000,849
"126788",1,1,1017,645
"12687",0.62,0,3368,467
"126872",1,1,3545,163
"126900",0.5,1,1535,1142
"126904",0.5,1,411,1416
"126905",0.5,0,1765,1893
"126914",1,0,201,1064
"12693",0.04,1,32,357
"12696",0.32,1,73,1459
"126967",0.5,0,3857,2150
"126992",0.5,0,384,205
"127004",0.5,1,6736,89
"127004",0.5,1,6736,1176
"12701",0.48,0,27000,1168
"127016",0.5,0,6736,76
"127045",0.25,0,14,671
"127053",1,0,1943,1482
"127057",1,1,5460,202
"127089",0.29,0,400,321
"12711",0.93,0,146,6088
"127194",1.02,0,4423,7021
"127217",0.56,0,2906,248
"127236",0.48,0,679,1991
"127241",0.99,1,4128,1515
"127310",0.5,1,3064,647
"127311",0.5,0,1442,1341
"127344",1,0,6736,384
"127394",0.5,1,4059,1460
"12746",0.78,0,32,1107
"127699",0.36,0,4393,1547
"127701",0.3,0,1882,937
"127722",0.48,0,106,1748
"127778",0.87,0,645,9716
"127778",0.87,0,645,1538
"12782",1,0,45,1110
"127825",0.49,1,2498,239
"12795",1,1,286,84
"127987",1,1,10156,1219
"128027",1,0,27000,2604
"128125",0.08,0,490,1064
"12813",0.71,1,493,1097
"128191",0.5,0,4059,4984
"128214",0.99,0,1131,748
"12823",0.23,1,3368,270
"128256",0.39,1,1064,412
"128261",0.5,0,1395,2053
"128276",0.53,0,3442,868
"128304",0.45,0,10156,2419
"128355",0.49,0,886,836
"128417",0.49,0,51,4358
"128492",0.49,0,50,290
"128533",0.49,0,4059,588
"128539",0.49,1,32,1485
"128561",0.49,0,12650,3678
"128598",0.6,1,16284,22056
"128652",0.96,1,60,465
"12867",1,1,27000,1116
"128681",0.31,1,16,890
"128688",0.44,1,4059,132
"128697",0.72,0,1780,2093
"128716",0.81,0,15,4525
"12872",0.22,0,25,799
"128936",0.48,1,27000,474
"12894",0.69,0,4087,186
"129003",0.93,1,432,278
"129033",0.98,0,8880,271
"129051",0.33,0,3997,50
"129071",0.49,0,4436,1384
"129084",0.25,1,1445,2121
"129107",0.49,0,3866,805
"129116",0.49,0,6736,19912
"12912",1,1,38,1150
"129136",0.49,1,2365,1198
"129158",0.49,0,4128,258
"129160",1,0,310,1794
"129171",1,0,4348,5082
"129210",1,0,9096,2956
"129221",0.49,0,261,1722
"129272",0.49,0,4456,1429
"129322",0.39,0,1189,786
"129346",0.33,1,3866,1238
"129358",0.63,0,4116,70
"129376",0.26,0,99,875
"129413",0.48,0,252,132
"12945",1,1,1535,78
"129475",0.4,0,23396,231
"129484",0.99,1,32,851
"12958",1,0,27000,120
"12967",0.52,0,4939,5182
"129713",0.08,0,280,2595
"12972",0.72,1,5628,1109
"12973",0.12,1,5628,221
"12979",0.92,0,3055,2698
"129868",0.45,1,96,1031
"12989",1,1,1957,915
"129890",0.96,0,185,535
"12992",1,1,27000,1003
"129931",0.5,0,5460,456
"129966",0.49,1,4116,489
"130016",0.49,0,10,10922
"130054",0.49,1,6736,1847
"130058",0.49,0,10156,1102
"130073",1,0,170,8270
"130090",1,0,572,985
"13010",1,0,12374,1098
"130112",1,1,10156,1920
"13012",1,0,9422,1142
"130162",0.49,0,3857,866
"130166",0.49,0,1055,404
"130169",0.49,1,5460,560
"130175",0.49,1,4059,1312
"130176",0.49,0,2983,11175
"130176",0.49,0,2983,1549
"130183",0.49,0,505,3243
"130262",0.34,0,2983,1664
"130279",0.36,1,3465,265
"130298",1.01,1,5177,2151
"130298",1.01,1,5177,1515
"130324",1.01,0,902,1489
"13042",1,1,17140,1119
"130422",0.08,0,3866,1020
"130499",0.08,0,322,265
"13063",1,0,27000,575
"130639",0.52,0,2983,4763
"130642",0.24,1,7966,825
"130643",0.47,0,2859,2318
"130643",0.47,0,2859,1234
"130644",0.26,1,5460,1774
"130646",0.3,0,81,4161
"130671",0.6,1,1287,66
"13069",1,0,27000,743
"130715",0.46,1,1152,907
"130722",1,1,3240,1534
"130739",0.47,1,5460,537
"130753",0.47,0,2044,71
"130753",0.47,0,2044,1095
"130753",0.47,0,2044,117
"130762",0.99,0,3866,93
"130766",0.29,1,3488,1881
"130776",0.32,1,6617,9073
"13080",0.56,0,7403,1083
"130807",0.58,1,5053,2419
"130829",0.95,0,4253,1441
"130829",0.95,0,4253,3992
"130850",0.38,0,2369,986
"130868",0.49,0,813,566
"13089",0.92,1,2311,2653
"130896",0.58,1,118,5636
"13090",1,1,27000,1148
"13091",0.51,0,5376,849
"13091",0.51,0,5376,936
"130917",1,1,9850,1152
"130925",1.24,0,454,278
"130939",0.5,0,3866,84
"130984",0.7,1,498,2017
"131010",0.38,0,61,188
"131020",0.92,0,902,5314
"131020",0.92,0,902,2318
"131038",0.49,0,8023,2991
"131038",0.49,0,8023,212
"131100",0.4,0,4116,2772
"131102",1.07,1,9817,105
"131139",0.45,0,10156,3392
"131149",0.61,0,84,2546
"13116",1,0,27000,401
"131285",0.49,0,4348,1934
"13129",1,0,2887,1116
"131327",0.5,1,57,504
"131387",0.76,1,1313,4720
"131392",0.55,1,5460,2705
"131398",0.98,1,4436,1103
"131403",1.09,0,1055,605
"131403",1.09,0,1055,492
"131413",0.76,1,269,2833
"13143",0.75,0,44,75
"131435",0.5,0,677,1066
"131442",0.96,0,4393,710
"131447",0.46,0,3857,726
"131458",1.35,0,2365,249
"131474",0.56,0,114,1188
"131474",0.56,0,114,890
"131493",0.79,0,82,852
"131548",0.99,1,7571,1477
"131593",0.96,0,424,1217
"13163",1,0,21,1642
"131633",0.42,0,317,1205
"131667",0.87,0,3663,1161
"131738",0.96,0,80,1048
"13175",0.49,1,570,190
"131757",0.87,0,249,1180
"131798",0.87,0,965,1180
"131808",0.7,0,30,1147
"131824",0.87,0,102,1220
"131844",0.87,0,16533,1170
"13186",0.32,0,122,1695
"131917",0.87,0,1472,669
"131917",0.87,0,1472,1173
"131931",0.26,0,2767,1094
"131935",0.83,0,1329,605
"132102",0.2,0,22,1147
"132109",0.8,1,2399,370
"132270",0.28,0,5859,2196
"13228",0.37,1,49,544
"132292",0.73,0,254,33
"132292",0.73,0,254,1208
"132295",0.28,0,923,613
"13234",0.96,0,155,1096
"13238",1,0,283,2373
"132519",0.36,0,1287,1164
"132567",0.36,0,221,1155
"132577",0.63,0,10156,567
"132577",0.63,0,10156,1188
"132587",0.29,0,4059,1102
"132592",0.36,0,27000,1177
"132615",0.4,0,27000,1116
"132657",0.15,0,92,624
"132658",0.54,0,92,1167
"132721",0.54,0,9484,2502
"132738",0.45,0,41,1154
"132751",0.54,0,4348,14979
"132751",0.54,0,4348,2343
"132758",0.45,0,1204,1195
"13283",1,0,65,758
"132844",0.46,0,2090,224
"132848",0.53,0,56,1172
"132929",0.46,0,4393,1156
"13293",0.99,1,58,442
"13294",1,0,1284,1144
"132966",0.7,0,12374,1247
"132976",0.53,1,1229,303
"13310",0.68,1,1284,1093
"133131",0.61,0,99,1202
"13319",1,0,93,1152
"133237",0.7,0,56,1149
"133248",0.7,0,957,1172
"133251",0.7,0,11,3539
"133263",0.24,0,37,1144
"133269",0.7,0,1842,1179
"133290",0.7,0,5177,523
"13331",1,1,1284,369
"133331",0.7,0,13,1172
"133369",0.7,0,2354,1115
"133374",0.29,0,111,1133
"13341",1,0,1284,1740
"13341",1,0,1284,64
"133439",0.29,0,1662,1129
"133480",0.78,0,3724,1187
"133491",0.21,0,562,1195
"133525",0.78,0,3366,1148
"133585",0.87,0,5936,187
"133599",0.87,0,49,11179
"133672",0.87,0,27000,5708
"133736",0.87,0,7571,620
"133766",0.95,0,27000,587
"133788",0.95,0,48,3195
"133788",0.95,0,48,86331
"133839",0.95,0,550,1375
"133882",0.71,0,27000,1183
"133885",0.95,0,40,1143
"133885",0.95,0,40,3640
"133912",0.95,0,6913,1178
"133935",0.26,1,5304,3237
"13399",1,0,204,1124
"134010",0.95,0,16533,1139
"134012",0.5,0,5859,1115
"134022",0.03,0,485,274
"134043",0.96,0,27000,1180
"134143",0.96,0,34,1210
"134174",0.43,0,2925,1137
"134174",0.43,0,2925,531
"134188",0.88,0,620,1180
"134251",0.64,0,1229,1157
"1343",0.46,0,1021,685
"134311",0.31,0,206,1166
"134327",0.21,0,1468,1125
"134351",0.87,0,1287,599
"13444",0.91,0,1284,1144
"134442",0.87,0,22,1199
"134484",0.87,0,5831,1211
"13449",0.72,1,1284,1046
"134495",0.55,0,3673,1148
"13452",1,1,1284,1126
"13458",0.47,1,1219,359
"134610",0.8,0,6705,1741
"134616",0.87,0,2949,603
"134698",0.36,0,498,1153
"134698",0.36,0,498,1259
"134746",0.2,0,6864,1146
"134746",0.2,0,6864,563
"134753",0.8,0,12374,1159
"134801",0.28,0,167,1222
"134811",0.36,0,640,1145
"134964",0.71,0,182,1267
"134997",0.71,0,160,782
"135093",0.71,0,51,1159
"13518",0.24,1,300,1114
"13519",0.36,0,62,1127
"135200",0.18,0,180,259
"135200",0.18,0,180,1140
"135237",0.36,0,3023,1214
"13527",0.53,1,44,509
"135301",0.36,0,175,518
"135322",0.63,1,1662,74
"135323",0.36,0,1287,1179
"135332",0.43,0,10477,527
"135349",0.63,1,796,290
"135399",0.6,0,27000,1249
"13541",0.78,0,65,67
"135414",0.36,0,231,564
"135491",0.12,1,527,3794
"135549",0.54,0,2257,1196
"13557",0.33,0,48,1080
"135591",0.44,0,6944,1160
"135601",0.54,0,14200,1206
"135613",0.54,0,109,1162
"135617",0.63,0,193,1126
"135622",0.36,0,1554,1215
"135640",1,0,25,1226
"135694",0.45,0,274,1142
"135708",0.45,0,27000,1146
"135779",0.15,0,27000,2942
"13578",1,0,644,1096
"135817",0.33,0,27000,1157
"135818",0.08,0,27000,1237
"135818",0.08,0,27000,693
"135823",0.53,0,27000,1157
"13585",0.68,1,65,982
"13587",0.26,0,65,577
"13589",0.7,0,59,1125
"135925",0.53,0,2567,1193
"13593",0.46,0,644,3136
"13597",0.5,0,4348,58
"135979",0.53,0,4123,1205
"136002",0.61,0,27000,1146
"136050",0.46,1,1342,1583
"13606",0.91,0,644,1154
"136116",0.38,0,7187,623
"136116",0.38,0,7187,2580
"13612",0.66,0,644,83
"136128",0.55,0,2580,1195
"136141",0.61,0,27000,608
"136158",0.61,0,4116,1203
"13616",0.33,0,644,394
"136205",0.61,0,2019,1116
"136229",0.7,0,977,613
"136232",0.04,0,21,1150
"136232",0.04,0,21,1161
"136251",0.7,0,5053,1157
"136255",0.61,0,295,1103
"136297",0.25,0,27000,830
"136305",0.09,0,3699,502
"13639",0.68,1,12,1050
"13639",0.68,1,12,476
"136432",0.78,0,27000,1208
"136432",0.78,0,27000,1174
"136462",0.78,1,6465,1195
"136483",0.78,1,663,1164
"136483",0.78,1,663,1138
"136483",0.78,1,663,24
"136503",0.18,0,2278,1189
"136552",0.78,0,4423,1192
"136612",0.7,0,337,1193
"136623",0.21,0,2663,1183
"136631",0.87,1,96,1149
"13666",0.07,0,94,2583
"136664",0.78,0,175,1166
"136669",0.15,0,208,5694
"136732",0.85,0,3386,1147
"136762",0.07,0,10155,1184
"136844",0.87,1,15725,1140
"136844",0.87,1,15725,28
"136975",0.83,0,27000,1086
"137070",0.88,0,46,1190
"13709",0.79,0,644,4021
"137102",0.95,0,164,1160
"137162",0.89,0,498,1912
"137162",0.89,0,498,1421
"137168",1,0,76,1201
"137194",0.13,0,566,1114
"137198",0.94,0,6465,3526
"13722",0.5,0,4087,580
"137284",0.37,0,232,1142
"137297",0.22,1,26,1414
"137304",0.73,0,1205,1194
"137318",0.95,0,7571,276
"137318",0.95,0,7571,574
"137318",0.95,0,7571,547
"137345",0.05,0,106,1198
"137361",0.85,0,4358,1207
"137387",0.89,0,677,1107
"137396",0.18,0,9082,572
"13744",1,1,285,1131
"137454",0.04,0,1609,1193
"13747",1,1,171,184
"137474",0.84,0,793,12619
"137509",0.89,0,3834,1156
"137540",0.84,0,42,604
"13755",0.98,0,28,1156
"137626",0.8,0,906,1184
"137666",0.77,0,54,613
"137675",0.76,0,1759,2678
"137677",0.81,0,2537,1215
"137705",0.46,0,2308,1213
"13777",1,0,262,1122
"13779",1,1,3021,1111
"137835",0.67,0,796,1144
"137859",0.66,0,1306,588
"137891",0.67,0,2663,1129
"137923",0.66,0,2769,8979
"137946",0.14,0,2211,1147
"137947",0.6,0,2211,85
"13804",0.94,0,747,495
"138093",0.71,0,4470,93
"138100",0.3,0,6127,676
"138100",0.3,0,6127,1656
"138256",0.35,0,727,1587
"138259",0.67,1,2139,1153
"138291",0.66,0,10068,77
"138318",0.65,0,27000,5307
"138321",0.64,0,1003,1112
"138332",0.47,0,3862,1055
"138358",0.58,0,320,1176
"138368",0.59,0,10155,1160
"138392",0.26,1,6157,544
"138392",0.26,1,6157,2161
"138393",0.35,0,6157,1128
"13846",1,0,285,1120
"138477",0.49,0,22669,925
"138529",0.12,0,4348,1158
"13855",0.31,0,94,1243
"138580",0.45,0,2569,1163
"138582",0.63,0,2859,1192
"13860",1,0,229,1137
"138673",0.36,1,2526,1145
"138673",0.36,1,2526,1957
"138712",0.53,0,1662,1112
"138717",0.53,0,3663,1103
"138728",0.09,0,1867,1159
"13874",1,0,14368,294
"138757",0.53,0,7634,1143
"13886",1,1,229,1212
"138897",0.4,0,27,932
"13891",1,0,229,1194
"138923",0.49,0,1158,618
"13895",1,0,229,80
"138950",0.14,0,27000,1149
"138951",0.34,0,27000,1402
"138984",0.04,0,646,594
"139069",0.4,0,975,1141
"139089",0.37,0,1780,90
"139089",0.37,0,1780,1193
"13910",0.71,0,85,1218
"139105",0.22,0,280,1147
"139144",0.45,0,483,1625
"1392",0.43,0,800,76
"139238",0.2,0,861,1144
