"VehYear","Area","StateAb","PremTotal","Affiliation","ExposTotal","SumInsAvg","AggClaim"
2007,"grp21","RJ",12972.23,1,6.77,52213.98,12805
2011,"grp7","DF",11734.66,1,10.65,39535.49,44788
2003,"grp24","MG",3549.16,0,1.02,60210.47,13227
2007,"grp34","SE",721.92,1,0.5,42127.99,3443
2009,"grp24","MG",7819.23,1,5.58,29108.46,6866
2009,"grp14","RJ",4722.61,1,2.42,61186.23,964
2009,"grp12","GO",22117.1,1,28.96,29121.15,4919
2003,"grp20","SP",37851.36,1,37.41,23701.44,6837
2009,"grp33","RR",1016.02,1,0.5,48038,67
2007,"grp21","RJ",1748.36,1,1.58,31884.11,3640
2002,"grp40","SP",5671.85,1,10.06,16848.6,236
2010,"grp5","BA",2179.62,1,1.01,49008.04,26
2002,"grp20","SP",8847.86,1,3.79,26974.6,839
2010,"grp22","SC",2873.78,1,1.75,60717.27,6093
2003,"grp5","BA",26704.88,1,41.22,16336.48,32716
2008,"grp21","RJ",13771,1,13.83,35578.2,36
2007,"grp20","SP",3805.53,1,1.34,69929.19,173
2004,"grp9","RS",6736.3,1,8.97,22908.51,2432
1999,"grp30","SP",2869.63,1,2.4,27518.44,80
2011,"grp21","RJ",1255.64,1,1.06,27891.13,27810
1997,"grp30","SP",23951.55,1,40.01,10318.79,5388
2009,"grp14","RJ",6469.87,1,6.03,27335.4,5631
2006,"grp12","GO",33.83,1,0.03,24860,36
2010,"grp4","AM",6224.1,1,7.04,27821.38,8782
2005,"grp13","SP",15064.28,1,22.12,19560.74,2416
2010,"grp34","SE",1839.04,1,2.13,54673.79,2736
2001,"grp20","SP",647.55,1,0.77,15188.02,50
2008,"grp18","MS",1597.68,1,0.5,98858.99,36
2008,"grp21","RJ",12299.55,1,12,28517.5,1574
2011,"grp24","MG",7804.53,1,5.03,58192.44,9444
2010,"grp18","MS",5340.39,1,6.25,26026.68,1587
2005,"grp7","DF",224.23,1,0.3,19405,2699
2008,"grp9","RS",1189.65,1,2.08,24605.35,1772
2009,"grp12","GO",365.51,0,0.41,22570.76,23870
2010,"grp20","SP",12745.9,1,8.92,29297.14,28716
2001,"grp36","MG",4065.51,1,8.7,14695.65,2502
2010,"grp37","TO",7643.01,1,8.32,27696.43,8918
2010,"grp13","SP",19221.93,1,18.44,32309.44,6928
2010,"grp21","RJ",15627.7,1,3.98,87489.16,36
2004,"grp20","SP",3637.7,1,4.64,19026.75,7173
2011,"grp20","SP",101379.82,1,91.36,42276.18,21400
2006,"grp30","SP",1191.07,1,1.51,19858.5,4964
2009,"grp8","CE",12021.77,1,10.07,36983.2,869
2010,"grp34","SE",6851.07,1,7.9,40116.15,1548
2008,"grp10","ES",20218.88,1,20.41,36976.12,16878
2010,"grp19","PR",35.3,0,0.18,42170.99,1
2005,"grp9","PR",6985.96,1,8.1,25832.27,31290
2008,"grp20","SP",40010.29,1,37.64,25538.44,58851
2006,"grp30","SP",10738.37,1,9.99,29839.41,4018
2002,"grp20","SP",23988.5,1,20.63,18985.08,708
2011,"grp13","SP",5995.64,1,3.81,38572.8,1880
2003,"grp38","MG",1623.26,1,1.6,24004.12,317
2006,"grp13","SP",979.57,1,1.14,21437.41,394
2001,"grp40","SP",4314.62,1,5.1,21024.57,140
2008,"grp13","SP",1877.68,1,2.24,20698.4,29172
1998,"grp20","SP",11860.39,1,12.53,14954.86,608
2008,"grp17","MT",9757.69,1,9.52,32046.76,31109
2008,"grp29","PI",1147.61,1,1.27,29526.55,1568
2001,"grp20","SP",53800.05,1,56.16,22548.72,13637
2009,"grp14","RJ",3503.46,1,1.36,54822.02,67
2007,"grp27","PB",1380.1,1,2.82,21636.31,2120
1993,"grp30","SP",664.73,1,1.64,5963.8,79
2009,"grp7","DF",6389.37,1,5.79,35876.04,6520
2002,"grp23","RS",1256.52,1,0.96,21859.99,3560
2002,"grp5","BA",31553.7,1,43.53,14489.79,1698
2009,"grp30","SP",41565.06,1,18.66,84664.5,7182
2010,"grp20","SP",13000.99,1,7.29,36402.66,2323
2001,"grp24","MG",11812.92,1,18.26,13820.72,6803
2010,"grp14","RJ",4484.3,1,3.11,38341.1,4175
2000,"grp30","SP",5.59,1,0.01,0,17192
2002,"grp15","SP",2442.02,1,3.96,16356.3,146
2006,"grp21","RJ",73236.72,1,41.36,36324.73,2652
2006,"grp20","SP",2673.87,1,1.11,44878.61,67
2007,"grp40","SP",13163.97,1,16,32615.09,2061
2006,"grp26","PA",776.74,0,0.8,21738.57,10102
2003,"grp18","MS",4882.72,1,6.83,26684.64,4368
2008,"grp18","MS",1597.21,1,2,28413.13,649
2009,"grp34","SE",323.55,1,1.01,5964.36,67
2010,"grp40","SP",981.12,1,1.05,32827.06,286
2004,"grp38","MG",2623.71,1,3.05,19434.2,201
2008,"grp20","SP",2424.76,1,1.89,44999.33,170
2002,"grp13","SP",10216.4,1,13.19,17623.82,10521
2010,"grp38","MG",4647.38,1,1.77,71372.75,4510
2008,"grp15","SP",1453.07,1,0.8,43117.61,146
2007,"grp13","SP",8793.26,1,11.32,21770.88,2650
2007,"grp20","SP",1327.57,1,0.5,72692.79,92
2010,"grp14","RJ",20645.2,1,24.21,26913.74,4274
2010,"grp14","RJ",12650.62,1,9.63,52748.01,9045
1999,"grp28","PE",7808.64,1,11.5,9864.38,1614
1996,"grp20","SP",819.18,1,0.86,10496.26,2326
1999,"grp20","SP",2463.2,0,0.84,57253.34,170
2002,"grp7","DF",1601.68,1,3.32,13914.18,48
2009,"grp15","SP",6446.97,1,3.53,59996.46,504
2008,"grp30","SP",33637.56,1,29.83,43255.46,12626
2004,"grp22","SC",3694.07,1,1.9,51010.07,549
2011,"grp9","PR",75384.86,1,110.56,29253.34,90816
1996,"grp21","RJ",445.92,1,0.5,11991,67
2002,"grp26","PA",2194.75,1,2.87,18411.93,893
2011,"grp10","ES",4047.72,1,3.49,33619.17,36
2000,"grp18","MS",1105.83,1,0.27,30249,29142
2008,"grp30","SP",7001.02,1,5.43,41895.37,134
2005,"grp13","SP",8653.98,1,10.49,17218.82,5546
2009,"grp10","ES",1788.93,1,1.81,51966.01,1157
2009,"grp38","MG",3053.09,1,1,82099.99,554
2010,"grp37","TO",1243.75,1,1.51,21499,4280
1996,"grp23","RS",1087.23,1,3.17,9143.85,67
1999,"grp30","SP",15501.85,1,24.25,17393.06,3020
2009,"grp21","RJ",52176.88,1,37.13,45034.73,5031
2010,"grp20","SP",8547.91,1,4.76,44190.67,2034
2008,"grp13","SP",12384.87,1,17.24,27752.81,1944
2010,"grp20","SP",35862.34,1,5.04,175941.21,19092
2008,"grp18","MS",11299.01,1,7.43,47213.65,588
2008,"grp15","SP",21530.08,1,24.12,21022.8,21631
2010,"grp21","RJ",1907.49,1,2.39,5258.07,79
2006,"grp7","DF",3799.47,1,4.46,25163.31,476
2005,"grp21","RJ",21669.36,1,21.47,21740.75,254
2009,"grp30","SP",780.24,1,0.5,94521,72
2004,"grp21","RJ",532.69,1,0.32,28249,67
2007,"grp20","SP",19198.91,1,5.75,100225.24,86
2004,"grp9","RS",3940.58,1,5.09,23537.91,1
2009,"grp13","SP",14466.35,1,11.87,30220.41,12413
1992,"grp30","SP",3197.86,1,6.12,6824.91,8036
2010,"grp40","SP",2910.81,1,2.01,23175.25,5236
2005,"grp20","SP",692.26,0,0.5,34174.99,9417
2009,"grp22","SC",2656.04,1,1.78,46878.14,90
2002,"grp20","SP",15300.08,1,15.88,23807.2,537
2010,"grp22","SC",570.5,1,0.44,28538.99,1
2010,"grp20","SP",136705.98,1,132.72,34741.78,14872
2005,"grp10","ES",2405.71,1,1.43,53803.61,1227
2010,"grp21","RJ",164099.32,1,83.75,65799.59,40684
2006,"grp21","RJ",6102.2,1,6.13,23661.51,792
1995,"grp9","PR",2041.1,1,2.95,10181.53,9450
1996,"grp24","MG",1859.39,1,1.78,8426.19,60
2001,"grp21","RJ",8243.54,1,5.26,15886.61,8233
2009,"grp17","MT",368.33,1,0.16,110277,6533
2010,"grp21","RJ",3234.8,1,0.89,100614.4,222
2009,"grp30","SP",7253.14,1,2.39,116506.17,110741
2003,"grp38","MG",11003.87,1,13.75,24024.63,3421
2009,"grp21","RJ",13801.43,1,10.94,33220.73,7353
2009,"grp30","SP",4483.93,1,3.81,42430.82,5749
2003,"grp23","RS",29534.15,1,33.92,22114.78,7092
2011,"grp12","GO",2158.32,1,1.58,33157.7,6198
2009,"grp7","DF",41247.55,1,43.29,39156.33,5525
2004,"grp40","SP",18506.71,1,16.73,31954.23,5665
2007,"grp9","RS",23595.8,1,40.5,22343.82,4092
2005,"grp30","SP",2843.42,1,1.32,83680.96,1311
2009,"grp6","SC",16357.21,1,8.63,86318.1,49435
2008,"grp7","DF",3436.88,1,2.91,56987.78,22047
2010,"grp24","MG",5167.06,1,2.77,55585.9,5241
2010,"grp20","SP",1927.47,0,0.5,104223,747
2008,"grp20","SP",60835.46,1,44.02,32823.81,24172
2011,"grp19","PR",6234.38,1,7.34,41292.19,2185
2003,"grp20","SP",127326.19,1,159.69,18793.1,51379
2001,"grp30","SP",19219.62,0,11.71,62771.95,6202
2009,"grp31","RN",2642.03,1,1.18,77003.11,8264
2010,"grp15","SP",3663.87,1,2.45,67277.57,67
2000,"grp20","SP",10232.13,1,11.2,18571.35,7954
1997,"grp20","SP",90870.63,1,141.55,11089.75,57458
1998,"grp21","RJ",83.6,1,0.06,18985,79
2007,"grp20","SP",18805.23,1,19.63,35143.82,1
2005,"grp20","SP",41488.07,1,42.66,28139.41,3927
1997,"grp20","SP",5359.4,1,8.31,9976.38,103
2009,"grp40","SP",1494.54,1,1.39,22113.86,1123
2009,"grp21","RJ",2316.74,1,2.22,31634.74,658
2009,"grp21","RJ",4028.42,1,2.42,43546.69,67
2007,"grp8","CE",9139.71,1,12.71,23967.17,31803
2009,"grp20","SP",27947.18,1,19.23,25885.84,16315
2007,"grp8","CE",22919.51,1,36.21,20262.28,12769
2003,"grp5","BA",10207.01,1,3.3,45473.77,46955
2009,"grp19","PR",10824.61,1,17.64,23224.85,1300
2011,"grp37","TO",3579.95,1,2.64,35562.72,2519
2010,"grp7","DF",36913.96,1,42.86,24261.09,13478
1996,"grp21","RJ",244.84,1,1.01,1824.25,67
2006,"grp21","RJ",48408.26,1,42.09,29403.04,3050
2006,"grp20","SP",195135.1,1,178.01,36895.5,18848
2006,"grp20","SP",826.12,0,0.5,27262,729
2006,"grp23","RS",436.5,0,0.59,18095.09,11880
2002,"grp36","MG",1200.16,1,2.16,13903.57,127
2010,"grp12","GO",27666.84,1,23.46,44063.5,18176
2006,"grp38","MG",13016.78,1,16.47,29395.2,2381
2005,"grp7","DF",5496.92,1,6.86,23003.34,3270
2003,"grp6","SC",16976.33,1,34.25,16271.59,709
2005,"grp24","MG",4322.95,1,8.03,20537.86,317
2010,"grp21","RJ",17876.6,1,5.93,65515.3,67
2009,"grp8","CE",1000.53,1,1.01,37672.83,3937
2011,"grp20","SP",182593.68,1,241.71,27404.96,20686
2005,"grp2","AL",3047.46,1,2.59,26956.24,21427
1997,"grp40","SP",737.46,1,1.51,9098.79,1422
1994,"grp22","SC",1036.36,1,2.71,2792.63,70
2007,"grp27","PB",2221.46,1,3.08,34456.86,521
2011,"grp20","SP",11918.78,1,8.73,61712.06,4767
2008,"grp24","MG",91134.06,1,150.22,22148.04,38531
2009,"grp30","SP",27423.25,1,3.84,152081.64,5455
2001,"grp38","MG",4819.39,1,9.21,12088.58,1676
2010,"grp20","SP",14171.54,1,6.82,56559.58,12334
2008,"grp7","DF",763.16,1,0.78,27994.08,67
2005,"grp2","AL",6958.86,1,9.27,18544.91,79
2007,"grp24","MG",8248.17,1,8.01,22614.38,1
2010,"grp26","PA",1515.41,1,1.89,26184.7,681
2010,"grp9","RS",17209.72,1,18.35,53650.84,14817
2008,"grp23","RS",27856.17,1,24.97,31674.58,37956
2006,"grp24","MG",618.14,1,0.58,36978.8,134
1995,"grp6","SC",4384.74,1,9.49,6375.86,8321
2008,"grp13","SP",5788.55,1,5.75,33174.93,352
2008,"grp28","PE",43923.49,1,66.09,21570.76,23811
2003,"grp5","BA",405.44,0,0.29,68500,507
2009,"grp20","SP",2218.33,1,0.85,33843.5,67
2004,"grp23","RS",940.1,1,1,17871.49,225
2008,"grp9","PR",1104.31,1,0.67,41769.2,42049
2002,"grp34","SE",1939.48,1,0.98,24191.34,658
2009,"grp21","RJ",6386.37,1,1.33,126459,172
2011,"grp24","MG",886.6,1,1.29,27685.65,3992
2010,"grp20","SP",1686.18,1,0.45,112482.42,112500
2003,"grp5","BA",2382.88,1,2.28,32358.5,26755
2009,"grp20","SP",18466.83,1,9.1,54919.01,103
2011,"grp5","BA",4609.56,1,2.16,57051.6,67333
2008,"grp13","SP",3918.91,1,3.6,38577.24,1607
2010,"grp20","SP",2979.03,1,1.29,275627.24,2438
2010,"grp9","RS",50647.3,1,28.33,63893.12,368
2007,"grp20","SP",5761.49,1,4.47,33585.55,50
2007,"grp17","MT",3051.67,1,4.19,19226.29,1358
2009,"grp19","PR",8617.92,1,4.47,73431.37,359
2009,"grp21","RJ",41180.47,1,22.35,62661.16,1613
2007,"grp20","SP",73.04,1,0.13,5804.99,103
2009,"grp12","GO",4504.35,1,3.05,54816.96,1
2006,"grp40","SP",5088.45,1,2.76,37186.93,737
2010,"grp8","CE",999.39,1,0.88,34346.56,158
2004,"grp20","SP",45912.15,1,35.82,34397.38,9580
2008,"grp12","GO",528.71,0,0.53,15836.22,8398
2011,"grp8","CE",683.21,1,0.36,40442.23,2044
2009,"grp23","RS",2715.99,1,0.81,95132.86,43001
2002,"grp25","SC",1141.85,1,1.61,16499.36,1
2010,"grp7","DF",13855.08,1,14.75,39664.4,9029
2005,"grp25","SC",1193.27,1,2.26,24475.63,2458
2001,"grp10","ES",421.79,1,0.5,18718.99,134
2009,"grp27","PB",1845.03,1,2.34,34440.44,2663
2009,"grp40","SP",9022.9,1,8.96,48559.42,837
2004,"grp13","SP",1375.97,1,0.5,53786,144
2004,"grp20","SP",11327.64,1,10.69,21115.93,37160
2010,"grp20","SP",1489.59,1,1.51,111740.99,5498
2006,"grp40","SP",4086.55,1,4.65,24200.62,1109
2007,"grp9","PR",18189.91,1,14.06,41056.74,9508
2002,"grp20","SP",7279.47,1,10.07,20669.9,786
2010,"grp13","SP",11434.95,1,7.3,58753.49,3979
2004,"grp21","RJ",26883.7,1,20.95,27911.42,175
1998,"grp40","SP",546.31,1,0.44,23029.59,80
2002,"grp9","RS",1438.36,1,0.82,31577.99,1396
2001,"grp30","SP",4402.75,1,8.72,12073.56,7612
2007,"grp7","DF",12358.61,1,15.27,19580.41,1321
2009,"grp23","RS",39921.08,1,18.68,46106.9,49656
2009,"grp20","SP",7095.49,1,3.68,48606.51,4062
2003,"grp19","PR",1290.63,1,0.88,25824.71,3034
1999,"grp12","GO",802.46,1,0.91,12926.3,190
1998,"grp6","SC",1826.23,1,1.25,13500.4,1112
2007,"grp26","PA",2765.93,1,2.99,24739.45,2271
2008,"grp21","RJ",7250.28,1,8.09,23382.1,73
2004,"grp39","MG",314.2,1,0.5,22623.99,2692
2001,"grp21","RJ",13228.4,1,11.81,11092.23,11211
2004,"grp20","SP",54897.17,1,60,21605.54,37662
2008,"grp12","GO",3774.3,1,2.82,24332.92,25
2006,"grp40","SP",2089.75,1,0.33,41440.82,36
2009,"grp21","RJ",8166.75,1,5.16,26820.03,2180
1998,"grp7","DF",3156.07,1,3.43,17153.71,5739
2004,"grp15","SP",4459.65,1,5.39,26412.18,8857
2008,"grp9","RS",20695.59,1,35.2,23390.98,1725
2009,"grp5","BA",82308.46,1,55.09,57812.49,88315
2009,"grp30","SP",18100.26,1,20.72,33708.04,6921
2008,"grp20","SP",17998.84,1,20.66,33518.95,987
2008,"grp14","RJ",35219.39,1,25.4,50438.94,13910
2007,"grp2","AL",3969.35,1,4.16,20436.56,1540
2005,"grp30","SP",10018.09,1,11.98,24028.18,6660
2007,"grp21","RJ",10088.28,1,9.98,20458.04,3128
2009,"grp7","DF",55232.26,1,90.9,24451.43,15463
1997,"grp21","RJ",2257.15,1,2.31,13922.74,146
2006,"grp9","PR",5612.35,1,8.93,28637.52,549
1998,"grp20","SP",4379.21,1,2.89,13876.73,182
2002,"grp13","SP",530.15,1,0.5,22999.82,104
2010,"grp6","SC",1569.13,1,1.79,29044.11,1020
2010,"grp25","SC",1229.68,1,1,31276.5,1378
2005,"grp20","SP",3491.68,1,2.82,24396.23,2797
2005,"grp30","SP",317.34,0,0.5,24085.7,27850
2006,"grp30","SP",18542.56,1,15.29,28000.37,31193
2003,"grp21","RJ",61200.23,1,55.03,25447.32,27640
2009,"grp34","SE",3664.56,1,3.6,48283.81,1543
1998,"grp30","SP",777.29,0,1.51,13070.86,6535
2010,"grp20","SP",20798.54,1,11.47,42354.83,59
2006,"grp30","SP",288.62,0,1.04,12865.65,1433
2009,"grp29","PI",699.44,1,0.46,55142.28,445
2008,"grp21","RJ",82622.1,1,53.98,37279.05,7767
2001,"grp30","SP",1393.6,1,1.86,30793.76,3551
2006,"grp9","RS",3186.85,1,7.95,18392.08,1294
2002,"grp24","MG",31064.05,1,51.62,15575.89,23275
2008,"grp21","RJ",49807.71,1,38.72,36337.35,11983
2011,"grp30","SP",16923.09,1,18.26,28320.95,454
2003,"grp38","MG",707.84,1,0.5,25136.99,598
1999,"grp30","SP",578.14,1,0.5,31351,33631
2008,"grp29","PI",2041.18,1,1.06,71487.94,34
1998,"grp12","GO",1132.74,1,2.01,11222.52,1205
2009,"grp24","MG",564.99,1,0.6,31183.29,150
2002,"grp40","SP",20221.17,1,25.11,15327.86,1422
2010,"grp6","SC",17493.1,1,13.39,58763.52,658
2005,"grp12","GO",509.09,1,0.51,19252.89,3742
2007,"grp30","SP",59533.47,1,87.41,37874.4,58771
2004,"grp22","SC",1922.32,1,0.45,153707.99,4297
1997,"grp26","PA",38.57,1,0.02,23599.99,80
2001,"grp23","RS",705.89,1,0.5,24415.36,218
2008,"grp25","SC",3150.51,1,2.53,44821.22,838
2000,"grp20","SP",21269.06,1,19.8,20161.48,1536
2009,"grp19","PR",29477.73,1,39.9,30618.26,29450
2011,"grp24","MG",3413.54,1,2.19,36940.88,326
2006,"grp28","PE",1177.06,1,1.62,22627.46,317
2011,"grp7","DF",11974.14,1,8.62,52726.82,8145
1999,"grp38","MG",2302.42,1,2.8,10833.56,3931
2009,"grp30","SP",4994.97,1,4.69,44267.72,794
1998,"grp5","BA",1236.03,1,2.96,4151.77,557
2008,"grp20","SP",22141.83,1,22.14,26700.47,25840
2008,"grp20","SP",4935.85,1,1.66,100120.73,66
2009,"grp23","RS",275.34,1,0.41,25114.99,878
2008,"grp7","DF",18493.25,1,21.9,32044.25,883
2010,"grp21","RJ",14434.97,1,11.17,39161.93,85
2009,"grp10","ES",2736.42,1,2.76,35241.35,4301
2010,"grp16","MA",5719.71,1,4.63,35988.95,2304
2005,"grp40","SP",5829.65,1,6.27,31003.51,7642
2008,"grp15","SP",21485.17,1,18.77,33406.31,436
2001,"grp20","SP",930.1,1,0.46,19829.99,1822
2005,"grp20","SP",3655.46,1,4.95,18503.46,48
2010,"grp39","MG",592.72,0,0.5,38480,4989
2003,"grp21","RJ",75616.62,1,69.12,18580.27,25275
2002,"grp10","ES",137.89,1,0.09,22116.72,9594
2008,"grp20","SP",36061.21,1,20.04,20598.15,50459
2010,"grp8","CE",92.72,0,0.36,20785.93,41549
2002,"grp20","SP",4254.28,1,3.53,21329.19,384
2007,"grp9","PR",3810.19,1,5.27,22683.9,237
2007,"grp3","AP",292.5,1,0.28,29630.75,128
2009,"grp22","SC",1507,1,2.34,36459.44,5777
2007,"grp30","SP",11230.79,1,4.11,88635.64,4626
2008,"grp26","PA",48265.6,1,27.85,54943.04,68603
2001,"grp20","SP",1899.62,1,1.25,29272.45,36
2006,"grp7","DF",13607.14,1,19.04,22182.6,8595
2007,"grp34","SE",7802,1,11.51,20506.09,15079
2008,"grp21","RJ",13662.06,1,4.72,43455.25,1
2001,"grp30","SP",13262.07,1,18.21,16986.52,450
2005,"grp19","PR",423.8,1,0.5,32056,5540
2008,"grp7","DF",24344.51,1,12.64,82360.41,13134
2006,"grp2","AL",652.13,1,0.8,20809.64,1
2008,"grp13","SP",24800.93,1,29.08,31023.18,31403
2008,"grp27","PB",983.01,1,1.94,24361.4,134
1996,"grp21","RJ",2743.69,1,1.77,11412.04,12048
2007,"grp38","MG",22462.62,1,31.43,20843,6589
2003,"grp30","SP",11125.37,1,6.32,49793.38,443
2008,"grp24","MG",67955.76,1,116.35,21990.64,31226
2009,"grp28","PE",78384.2,1,95.5,27646.94,24135
2009,"grp7","DF",17848.79,1,16.05,31532.21,4225
2010,"grp38","MG",9949.31,1,9.37,31205.15,30978
2007,"grp19","PR",10124.83,1,6.92,38090.28,2130
2004,"grp30","SP",36527.29,1,70.64,20437.47,10331
2011,"grp12","GO",2145.79,1,2.22,31104.06,1168
2008,"grp28","PE",22395.63,1,25.39,33167.12,72
2004,"grp30","SP",2830.42,1,5.01,24530.07,573
2009,"grp13","SP",1838.61,1,0.49,93084.56,48
2008,"grp21","RJ",16269.27,1,5.57,77075.04,1164
2010,"grp11","PR",894.71,1,0.5,59603.53,4484
2006,"grp31","RN",216.39,1,0.32,25008,36
2008,"grp18","MS",11745.46,1,10.61,27171.03,1776
2003,"grp35","GO",285.2,1,0.69,14856.86,2881
2004,"grp20","SP",19870.44,1,13.48,28244.23,450
2008,"grp40","SP",2067.61,1,2.45,39473.92,79
2008,"grp19","PR",4315.12,1,5.98,27270.06,4853
2004,"grp27","PB",2493.15,1,1.92,27853.19,1
2008,"grp23","RS",5995.63,1,2.32,76324.31,103
2000,"grp30","SP",1875.89,1,2.35,10310.86,67
2003,"grp17","MT",5695.87,1,2.2,49241.26,284
2008,"grp23","RS",17622.21,1,15.06,36986.54,36
2008,"grp24","MG",2516.39,1,1.46,69324.48,15765
2009,"grp24","MG",2685.43,1,2.04,40547.01,1203
2008,"grp30","SP",2183.28,1,1.01,67502.5,759
2005,"grp40","SP",7425.97,1,6.32,29397.53,267
2006,"grp19","PR",1132.96,1,1.78,20248.92,6198
2010,"grp29","PI",10246.98,1,9.02,36261.78,2954
2004,"grp23","RS",609.81,1,0.5,23387.99,67
2010,"grp9","RS",75786.16,1,121.25,27006.92,16650
2005,"grp30","SP",5244.32,1,11.81,17810.58,4229
2009,"grp10","ES",2386.54,1,1.96,27269.82,567
2006,"grp30","SP",54435.84,1,44.65,37893.36,2518
2010,"grp40","SP",13624.98,1,8.46,66528.16,671
1995,"grp20","SP",6630.38,1,9.26,4166.82,462
2008,"grp12","GO",4833.58,1,1.95,55647.55,726
2005,"grp9","PR",10525.72,1,25.61,18602.75,6395
2010,"grp20","SP",49218.69,1,26.41,59033.71,4395
2009,"grp18","MS",2774.44,1,3.03,54208.81,3086
2001,"grp20","SP",8716.17,1,8.68,14953.81,979
2008,"grp13","SP",29608.04,1,18.54,41252.56,1254
1999,"grp28","PE",2923.93,1,4.32,11226.21,11898
2008,"grp12","GO",854.85,1,0.29,75636,1
2003,"grp23","RS",569.05,1,1.08,18653.05,1817
2006,"grp9","RS",11442.11,1,18.13,30220.49,4833
2008,"grp38","MG",590.2,1,0.5,26221,3151
2010,"grp40","SP",3594.96,1,1.72,57904.63,1530
2005,"grp38","MG",680.35,1,0.5,16598,3996
2005,"grp17","MT",52.95,0,0.18,56800.99,1
2009,"grp24","MG",10007.66,1,9.59,48131.69,3705
1995,"grp9","PR",2872.24,1,5.72,8765.35,1729
2009,"grp4","AM",604.69,1,0.5,30728.48,1306
2008,"grp23","RS",4851.35,1,2.59,49329.21,2637
2010,"grp24","MG",11775.76,1,10.3,39393.85,67
2004,"grp30","SP",27227.1,1,47.64,20666.47,5099
2009,"grp20","SP",318889.52,1,355.69,29317.53,69383
2008,"grp20","SP",11326.5,1,8.27,36316.61,2012
2001,"grp14","RJ",912.34,1,1.06,21644.05,4278
2008,"grp30","SP",88741.49,1,22.15,105146.8,3837
2003,"grp40","SP",3795.46,1,5.59,20457.67,278
2004,"grp17","MT",1171.18,1,1.7,21829.08,67
2008,"grp9","RS",1404.28,0,1.49,25690.14,5217
2005,"grp30","SP",3790.77,1,6.27,31772.56,534
2009,"grp5","BA",2892.16,1,2.38,36300.93,340
2001,"grp5","BA",458.12,1,0.5,26699.92,911
1999,"grp21","RJ",981.26,1,1.4,13158.22,427
2004,"grp30","SP",148.22,1,0.24,29898,12482
2011,"grp18","MS",1460.75,1,2.27,28341.37,9180
2011,"grp36","MG",412.16,1,0.5,58590.2,1312
2005,"grp12","GO",6530.17,1,7.18,25367.51,1410
2004,"grp30","SP",776.72,1,1,18827,744
2008,"grp40","SP",5090.59,1,3.9,39114.42,67
2002,"grp40","SP",8148.65,1,11.96,19904.87,247
2004,"grp30","SP",20338.21,1,3.12,128812.63,13393
2008,"grp13","SP",20603.92,1,18.57,17951.96,11476
2010,"grp36","MG",5793.43,1,7.3,29267.78,2233
2006,"grp29","PI",448.32,1,0.5,24357,5479
2006,"grp30","SP",10517.16,1,7.44,45497.54,46529
2005,"grp20","SP",2053.48,1,0.82,50444.32,312
2004,"grp20","SP",28127.99,1,26.2,26359.92,1215
2001,"grp23","RS",5948.46,1,6.7,15192.42,67
2010,"grp21","RJ",3831.18,1,1.01,120626.08,14423
2009,"grp21","RJ",14890.86,1,12.26,33302.88,32246
2004,"grp13","SP",13724.8,1,16.18,25884.65,264
2010,"grp21","RJ",6486.68,1,4.15,27513.8,30896
2002,"grp20","SP",2350.94,1,1.51,25723.47,314
2011,"grp2","AL",4569.84,1,3.43,37732.58,973
1999,"grp9","RS",307.42,1,0.72,4261.81,14956
2010,"grp23","RS",5134.07,1,2.04,103541.11,4508
2010,"grp17","MT",5558.84,1,5.98,31453.03,4368
1997,"grp15","SP",420.44,1,0.45,11426.99,103
2008,"grp31","RN",2998.49,1,3.3,41253.78,134
2005,"grp7","DF",15747.93,1,23.64,19878.01,17302
2009,"grp15","SP",3642.12,1,3.02,32769.82,49335
2009,"grp38","MG",4234.46,1,5.88,23613.21,447
1995,"grp40","SP",612.48,1,0.5,33790.16,116
2009,"grp13","SP",7939.66,1,6.8,31067.85,3816
2008,"grp35","GO",2193.92,1,2.01,45152.75,3982
2007,"grp22","SC",11914.01,1,20.96,23085.05,553
2010,"grp39","MG",9928.26,1,3.68,49522.75,3443
2010,"grp20","SP",22412.29,1,13.61,30140.08,72928
2009,"grp19","PR",10745.41,1,12.13,40456.87,43613
2010,"grp28","PE",45086.46,1,42.14,34729.38,11807
1999,"grp9","RS",2553.42,1,5.6,10704.21,11697
2010,"grp21","RJ",709.39,1,0.5,14301.86,124
2011,"grp38","MG",310.04,1,0.27,61911.88,6769
1996,"grp20","SP",4887.26,1,6.52,8801.34,410
2009,"grp38","MG",5439.45,1,5.67,45735.86,18732
2011,"grp20","SP",22674.27,1,6.69,49523.67,6024
1999,"grp40","SP",9247.15,1,16.17,12536.27,103
2010,"grp5","BA",11741.37,1,11.47,40673.78,3121
2010,"grp38","MG",7544.95,1,3.24,76628.11,1130
2010,"grp28","PE",71673.53,1,79.33,30157.45,64546
2009,"grp10","ES",2898.75,1,1,44060,10391
2009,"grp12","GO",14045.55,1,8.45,54020.76,6419
2001,"grp24","MG",17868.95,1,28.04,15195.03,647
2007,"grp20","SP",104899.2,1,78.01,20654.43,139463
2003,"grp20","SP",27236.01,1,23.44,19945.81,26649
2003,"grp40","SP",10592,1,15.55,24404.32,25449
2007,"grp15","SP",12578.7,1,18.06,20402.18,3297
2007,"grp20","SP",4291.98,1,3.19,17138.46,17042
2010,"grp23","RS",5921.64,1,3.78,34384.96,8856
2005,"grp24","MG",11109.22,1,18.81,19901.04,146
